"slug","pokeapi_id","name","category","sprite_available","game_key"
"dynamaxcrystaluma4033","1408","★UMa4033","dynamax-crystals","false","dynamaxcrystaluma4033"
"dynamaxcrystaluma4377","1409","★UMa4377","dynamax-crystals","false","dynamaxcrystaluma4377"
"dynamaxcrystaluma4375","1410","★UMa4375","dynamax-crystals","false","dynamaxcrystaluma4375"
"dynamaxcrystaluma4518","1411","★UMa4518","dynamax-crystals","false","dynamaxcrystaluma4518"
"dynamaxcrystaluma3594","1412","★UMa3594","dynamax-crystals","false","dynamaxcrystaluma3594"
"dynamaxcrystalvir5056","1413","★Vir5056","dynamax-crystals","false","dynamaxcrystalvir5056"
"dynamaxcrystalvir4825","1414","★Vir4825","dynamax-crystals","false","dynamaxcrystalvir4825"
"dynamaxcrystalvir4932","1415","★Vir4932","dynamax-crystals","false","dynamaxcrystalvir4932"
"dynamaxcrystalvir4540","1416","★Vir4540","dynamax-crystals","false","dynamaxcrystalvir4540"
"dynamaxcrystalvir4689","1417","★Vir4689","dynamax-crystals","false","dynamaxcrystalvir4689"
"dynamaxcrystalvir5338","1418","★Vir5338","dynamax-crystals","false","dynamaxcrystalvir5338"
"dynamaxcrystalvir4910","1419","★Vir4910","dynamax-crystals","false","dynamaxcrystalvir4910"
"dynamaxcrystalvir5315","1420","★Vir5315","dynamax-crystals","false","dynamaxcrystalvir5315"
"dynamaxcrystalvir5359","1421","★Vir5359","dynamax-crystals","false","dynamaxcrystalvir5359"
"dynamaxcrystalvir5409","1422","★Vir5409","dynamax-crystals","false","dynamaxcrystalvir5409"
"dynamaxcrystalvir5107","1423","★Vir5107","dynamax-crystals","false","dynamaxcrystalvir5107"
"dynamaxcrystalari617","1424","★Ari617","dynamax-crystals","false","dynamaxcrystalari617"
"dynamaxcrystalari553","1425","★Ari553","dynamax-crystals","false","dynamaxcrystalari553"
"dynamaxcrystalari546","1426","★Ari546","dynamax-crystals","false","dynamaxcrystalari546"
"dynamaxcrystalari951","1427","★Ari951","dynamax-crystals","false","dynamaxcrystalari951"
"dynamaxcrystalori1713","1428","★Ori1713","dynamax-crystals","false","dynamaxcrystalori1713"
"dynamaxcrystalori2061","1429","★Ori2061","dynamax-crystals","false","dynamaxcrystalori2061"
"dynamaxcrystalori1790","1430","★Ori1790","dynamax-crystals","false","dynamaxcrystalori1790"
"dynamaxcrystalori1903","1431","★Ori1903","dynamax-crystals","false","dynamaxcrystalori1903"
"dynamaxcrystalori1948","1432","★Ori1948","dynamax-crystals","false","dynamaxcrystalori1948"
"dynamaxcrystalori2004","1433","★Ori2004","dynamax-crystals","false","dynamaxcrystalori2004"
"dynamaxcrystalori1852","1434","★Ori1852","dynamax-crystals","false","dynamaxcrystalori1852"
"dynamaxcrystalori1879","1435","★Ori1879","dynamax-crystals","false","dynamaxcrystalori1879"
"dynamaxcrystalori1899","1436","★Ori1899","dynamax-crystals","false","dynamaxcrystalori1899"
"dynamaxcrystalori1543","1437","★Ori1543","dynamax-crystals","false","dynamaxcrystalori1543"
"dynamaxcrystalcas21","1438","★Cas21","dynamax-crystals","false","dynamaxcrystalcas21"
"dynamaxcrystalcas168","1439","★Cas168","dynamax-crystals","false","dynamaxcrystalcas168"
"dynamaxcrystalcas403","1440","★Cas403","dynamax-crystals","false","dynamaxcrystalcas403"
"dynamaxcrystalcas153","1441","★Cas153","dynamax-crystals","false","dynamaxcrystalcas153"
"dynamaxcrystalcas542","1442","★Cas542","dynamax-crystals","false","dynamaxcrystalcas542"
"dynamaxcrystalcas219","1443","★Cas219","dynamax-crystals","false","dynamaxcrystalcas219"
"dynamaxcrystalcas265","1444","★Cas265","dynamax-crystals","false","dynamaxcrystalcas265"
"dynamaxcrystalcnc3572","1445","★Cnc3572","dynamax-crystals","false","dynamaxcrystalcnc3572"
"dynamaxcrystalcnc3208","1446","★Cnc3208","dynamax-crystals","false","dynamaxcrystalcnc3208"
"dynamaxcrystalcnc3461","1447","★Cnc3461","dynamax-crystals","false","dynamaxcrystalcnc3461"
"dynamaxcrystalcnc3449","1448","★Cnc3449","dynamax-crystals","false","dynamaxcrystalcnc3449"
"dynamaxcrystalcnc3429","1449","★Cnc3429","dynamax-crystals","false","dynamaxcrystalcnc3429"
"dynamaxcrystalcnc3627","1450","★Cnc3627","dynamax-crystals","false","dynamaxcrystalcnc3627"
"dynamaxcrystalcnc3268","1451","★Cnc3268","dynamax-crystals","false","dynamaxcrystalcnc3268"
"dynamaxcrystalcnc3249","1452","★Cnc3249","dynamax-crystals","false","dynamaxcrystalcnc3249"
"dynamaxcrystalcom4968","1453","★Com4968","dynamax-crystals","false","dynamaxcrystalcom4968"
"dynamaxcrystalcrv4757","1454","★Crv4757","dynamax-crystals","false","dynamaxcrystalcrv4757"
"dynamaxcrystalcrv4623","1455","★Crv4623","dynamax-crystals","false","dynamaxcrystalcrv4623"
"dynamaxcrystalcrv4662","1456","★Crv4662","dynamax-crystals","false","dynamaxcrystalcrv4662"
"dynamaxcrystalcrv4786","1457","★Crv4786","dynamax-crystals","false","dynamaxcrystalcrv4786"
"dynamaxcrystalaur1708","1458","★Aur1708","dynamax-crystals","false","dynamaxcrystalaur1708"
"dynamaxcrystalaur2088","1459","★Aur2088","dynamax-crystals","false","dynamaxcrystalaur2088"
"dynamaxcrystalaur1605","1460","★Aur1605","dynamax-crystals","false","dynamaxcrystalaur1605"
"dynamaxcrystalaur2095","1461","★Aur2095","dynamax-crystals","false","dynamaxcrystalaur2095"
"dynamaxcrystalaur1577","1462","★Aur1577","dynamax-crystals","false","dynamaxcrystalaur1577"
"dynamaxcrystalaur1641","1463","★Aur1641","dynamax-crystals","false","dynamaxcrystalaur1641"
"dynamaxcrystalaur1612","1464","★Aur1612","dynamax-crystals","false","dynamaxcrystalaur1612"
"dynamaxcrystalpav7790","1465","★Pav7790","dynamax-crystals","false","dynamaxcrystalpav7790"
"dynamaxcrystalcet911","1466","★Cet911","dynamax-crystals","false","dynamaxcrystalcet911"
"dynamaxcrystalcet681","1467","★Cet681","dynamax-crystals","false","dynamaxcrystalcet681"
"dynamaxcrystalcet188","1468","★Cet188","dynamax-crystals","false","dynamaxcrystalcet188"
"dynamaxcrystalcet539","1469","★Cet539","dynamax-crystals","false","dynamaxcrystalcet539"
"dynamaxcrystalcet804","1470","★Cet804","dynamax-crystals","false","dynamaxcrystalcet804"
"dynamaxcrystalcep8974","1471","★Cep8974","dynamax-crystals","false","dynamaxcrystalcep8974"
"dynamaxcrystalcep8162","1472","★Cep8162","dynamax-crystals","false","dynamaxcrystalcep8162"
"dynamaxcrystalcep8238","1473","★Cep8238","dynamax-crystals","false","dynamaxcrystalcep8238"
"dynamaxcrystalcep8417","1474","★Cep8417","dynamax-crystals","false","dynamaxcrystalcep8417"
"dynamaxcrystalcen5267","1475","★Cen5267","dynamax-crystals","false","dynamaxcrystalcen5267"
"dynamaxcrystalcen5288","1476","★Cen5288","dynamax-crystals","false","dynamaxcrystalcen5288"
"dynamaxcrystalcen551","1477","★Cen551","dynamax-crystals","false","dynamaxcrystalcen551"
"dynamaxcrystalcen5459","1478","★Cen5459","dynamax-crystals","false","dynamaxcrystalcen5459"
"dynamaxcrystalcen5460","1479","★Cen5460","dynamax-crystals","false","dynamaxcrystalcen5460"
"dynamaxcrystalcmi2943","1480","★CMi2943","dynamax-crystals","false","dynamaxcrystalcmi2943"
"dynamaxcrystalcmi2845","1481","★CMi2845","dynamax-crystals","false","dynamaxcrystalcmi2845"
"dynamaxcrystalequ8131","1482","★Equ8131","dynamax-crystals","false","dynamaxcrystalequ8131"
"dynamaxcrystalvul7405","1483","★Vul7405","dynamax-crystals","false","dynamaxcrystalvul7405"
"dynamaxcrystalumi424","1484","★UMi424","dynamax-crystals","false","dynamaxcrystalumi424"
"dynamaxcrystalumi5563","1485","★UMi5563","dynamax-crystals","false","dynamaxcrystalumi5563"
"dynamaxcrystalumi5735","1486","★UMi5735","dynamax-crystals","false","dynamaxcrystalumi5735"
"dynamaxcrystalumi6789","1487","★UMi6789","dynamax-crystals","false","dynamaxcrystalumi6789"
"dynamaxcrystalcrt4287","1488","★Crt4287","dynamax-crystals","false","dynamaxcrystalcrt4287"
"dynamaxcrystallyr7001","1489","★Lyr7001","dynamax-crystals","false","dynamaxcrystallyr7001"
"dynamaxcrystallyr7178","1490","★Lyr7178","dynamax-crystals","false","dynamaxcrystallyr7178"
"dynamaxcrystallyr7106","1491","★Lyr7106","dynamax-crystals","false","dynamaxcrystallyr7106"
"dynamaxcrystallyr7298","1492","★Lyr7298","dynamax-crystals","false","dynamaxcrystallyr7298"
"dynamaxcrystalara6585","1493","★Ara6585","dynamax-crystals","false","dynamaxcrystalara6585"
"dynamaxcrystalsco6134","1494","★Sco6134","dynamax-crystals","false","dynamaxcrystalsco6134"
"dynamaxcrystalsco6527","1495","★Sco6527","dynamax-crystals","false","dynamaxcrystalsco6527"
"dynamaxcrystalsco6553","1496","★Sco6553","dynamax-crystals","false","dynamaxcrystalsco6553"
"dynamaxcrystalsco5953","1497","★Sco5953","dynamax-crystals","false","dynamaxcrystalsco5953"
"dynamaxcrystalsco5984","1498","★Sco5984","dynamax-crystals","false","dynamaxcrystalsco5984"
"dynamaxcrystalsco6508","1499","★Sco6508","dynamax-crystals","false","dynamaxcrystalsco6508"
"dynamaxcrystalsco6084","1500","★Sco6084","dynamax-crystals","false","dynamaxcrystalsco6084"
"dynamaxcrystalsco5944","1501","★Sco5944","dynamax-crystals","false","dynamaxcrystalsco5944"
"dynamaxcrystalsco6630","1502","★Sco6630","dynamax-crystals","false","dynamaxcrystalsco6630"
"dynamaxcrystalsco6027","1503","★Sco6027","dynamax-crystals","false","dynamaxcrystalsco6027"
"dynamaxcrystalsco6247","1504","★Sco6247","dynamax-crystals","false","dynamaxcrystalsco6247"
"dynamaxcrystalsco6252","1505","★Sco6252","dynamax-crystals","false","dynamaxcrystalsco6252"
"dynamaxcrystalsco5928","1506","★Sco5928","dynamax-crystals","false","dynamaxcrystalsco5928"
"dynamaxcrystalsco6241","1507","★Sco6241","dynamax-crystals","false","dynamaxcrystalsco6241"
"dynamaxcrystalsco6165","1508","★Sco6165","dynamax-crystals","false","dynamaxcrystalsco6165"
"dynamaxcrystaltri544","1509","★Tri544","dynamax-crystals","false","dynamaxcrystaltri544"
"dynamaxcrystalleo3982","1510","★Leo3982","dynamax-crystals","false","dynamaxcrystalleo3982"
"dynamaxcrystalleo4534","1511","★Leo4534","dynamax-crystals","false","dynamaxcrystalleo4534"
"dynamaxcrystalleo4357","1512","★Leo4357","dynamax-crystals","false","dynamaxcrystalleo4357"
"dynamaxcrystalleo4057","1513","★Leo4057","dynamax-crystals","false","dynamaxcrystalleo4057"
"dynamaxcrystalleo4359","1514","★Leo4359","dynamax-crystals","false","dynamaxcrystalleo4359"
"dynamaxcrystalleo4031","1515","★Leo4031","dynamax-crystals","false","dynamaxcrystalleo4031"
"dynamaxcrystalleo3852","1516","★Leo3852","dynamax-crystals","false","dynamaxcrystalleo3852"
"dynamaxcrystalleo3905","1517","★Leo3905","dynamax-crystals","false","dynamaxcrystalleo3905"
"dynamaxcrystalleo3773","1518","★Leo3773","dynamax-crystals","false","dynamaxcrystalleo3773"
"dynamaxcrystalgru8425","1519","★Gru8425","dynamax-crystals","false","dynamaxcrystalgru8425"
"dynamaxcrystalgru8636","1520","★Gru8636","dynamax-crystals","false","dynamaxcrystalgru8636"
"dynamaxcrystalgru8353","1521","★Gru8353","dynamax-crystals","false","dynamaxcrystalgru8353"
"dynamaxcrystallib5685","1522","★Lib5685","dynamax-crystals","false","dynamaxcrystallib5685"
"dynamaxcrystallib5531","1523","★Lib5531","dynamax-crystals","false","dynamaxcrystallib5531"
"dynamaxcrystallib5787","1524","★Lib5787","dynamax-crystals","false","dynamaxcrystallib5787"
"dynamaxcrystallib5603","1525","★Lib5603","dynamax-crystals","false","dynamaxcrystallib5603"
"dynamaxcrystalpup3165","1526","★Pup3165","dynamax-crystals","false","dynamaxcrystalpup3165"
"dynamaxcrystalpup3185","1527","★Pup3185","dynamax-crystals","false","dynamaxcrystalpup3185"
"dynamaxcrystalpup3045","1528","★Pup3045","dynamax-crystals","false","dynamaxcrystalpup3045"
"dynamaxcrystalcyg7924","1529","★Cyg7924","dynamax-crystals","false","dynamaxcrystalcyg7924"
"dynamaxcrystalcyg7417","1530","★Cyg7417","dynamax-crystals","false","dynamaxcrystalcyg7417"
"dynamaxcrystalcyg7796","1531","★Cyg7796","dynamax-crystals","false","dynamaxcrystalcyg7796"
"dynamaxcrystalcyg8301","1532","★Cyg8301","dynamax-crystals","false","dynamaxcrystalcyg8301"
"dynamaxcrystalcyg7949","1533","★Cyg7949","dynamax-crystals","false","dynamaxcrystalcyg7949"
"dynamaxcrystalcyg7528","1534","★Cyg7528","dynamax-crystals","false","dynamaxcrystalcyg7528"
"dynamaxcrystaloct7228","1535","★Oct7228","dynamax-crystals","false","dynamaxcrystaloct7228"
"dynamaxcrystalcol1956","1536","★Col1956","dynamax-crystals","false","dynamaxcrystalcol1956"
"dynamaxcrystalcol2040","1537","★Col2040","dynamax-crystals","false","dynamaxcrystalcol2040"
"dynamaxcrystalcol2177","1538","★Col2177","dynamax-crystals","false","dynamaxcrystalcol2177"
"dynamaxcrystalgem2990","1539","★Gem2990","dynamax-crystals","false","dynamaxcrystalgem2990"
"dynamaxcrystalgem2891","1540","★Gem2891","dynamax-crystals","false","dynamaxcrystalgem2891"
"dynamaxcrystalgem2421","1541","★Gem2421","dynamax-crystals","false","dynamaxcrystalgem2421"
"dynamaxcrystalgem2473","1542","★Gem2473","dynamax-crystals","false","dynamaxcrystalgem2473"
"dynamaxcrystalgem2216","1543","★Gem2216","dynamax-crystals","false","dynamaxcrystalgem2216"
"dynamaxcrystalgem2777","1544","★Gem2777","dynamax-crystals","false","dynamaxcrystalgem2777"
"dynamaxcrystalgem2650","1545","★Gem2650","dynamax-crystals","false","dynamaxcrystalgem2650"
"dynamaxcrystalgem2286","1546","★Gem2286","dynamax-crystals","false","dynamaxcrystalgem2286"
"dynamaxcrystalgem2484","1547","★Gem2484","dynamax-crystals","false","dynamaxcrystalgem2484"
"dynamaxcrystalgem2930","1548","★Gem2930","dynamax-crystals","false","dynamaxcrystalgem2930"
"dynamaxcrystalpeg8775","1549","★Peg8775","dynamax-crystals","false","dynamaxcrystalpeg8775"
"dynamaxcrystalpeg8781","1550","★Peg8781","dynamax-crystals","false","dynamaxcrystalpeg8781"
"dynamaxcrystalpeg39","1551","★Peg39","dynamax-crystals","false","dynamaxcrystalpeg39"
"dynamaxcrystalpeg8308","1552","★Peg8308","dynamax-crystals","false","dynamaxcrystalpeg8308"
"dynamaxcrystalpeg8650","1553","★Peg8650","dynamax-crystals","false","dynamaxcrystalpeg8650"
"dynamaxcrystalpeg8634","1554","★Peg8634","dynamax-crystals","false","dynamaxcrystalpeg8634"
"dynamaxcrystalpeg8684","1555","★Peg8684","dynamax-crystals","false","dynamaxcrystalpeg8684"
"dynamaxcrystalpeg8450","1556","★Peg8450","dynamax-crystals","false","dynamaxcrystalpeg8450"
"dynamaxcrystalpeg8880","1557","★Peg8880","dynamax-crystals","false","dynamaxcrystalpeg8880"
"dynamaxcrystalpeg8905","1558","★Peg8905","dynamax-crystals","false","dynamaxcrystalpeg8905"
"dynamaxcrystaloph6556","1559","★Oph6556","dynamax-crystals","false","dynamaxcrystaloph6556"
"dynamaxcrystaloph6378","1560","★Oph6378","dynamax-crystals","false","dynamaxcrystaloph6378"
"dynamaxcrystaloph6603","1561","★Oph6603","dynamax-crystals","false","dynamaxcrystaloph6603"
"dynamaxcrystaloph6149","1562","★Oph6149","dynamax-crystals","false","dynamaxcrystaloph6149"
"dynamaxcrystaloph6056","1563","★Oph6056","dynamax-crystals","false","dynamaxcrystaloph6056"
"dynamaxcrystaloph6075","1564","★Oph6075","dynamax-crystals","false","dynamaxcrystaloph6075"
"dynamaxcrystalser5854","1565","★Ser5854","dynamax-crystals","false","dynamaxcrystalser5854"
"dynamaxcrystalser7141","1566","★Ser7141","dynamax-crystals","false","dynamaxcrystalser7141"
"dynamaxcrystalser5879","1567","★Ser5879","dynamax-crystals","false","dynamaxcrystalser5879"
"dynamaxcrystalher6406","1568","★Her6406","dynamax-crystals","false","dynamaxcrystalher6406"
"dynamaxcrystalher6148","1569","★Her6148","dynamax-crystals","false","dynamaxcrystalher6148"
"dynamaxcrystalher6410","1570","★Her6410","dynamax-crystals","false","dynamaxcrystalher6410"
"dynamaxcrystalher6526","1571","★Her6526","dynamax-crystals","false","dynamaxcrystalher6526"
"dynamaxcrystalher6117","1572","★Her6117","dynamax-crystals","false","dynamaxcrystalher6117"
"dynamaxcrystalher6008","1573","★Her6008","dynamax-crystals","false","dynamaxcrystalher6008"
"dynamaxcrystalper936","1574","★Per936","dynamax-crystals","false","dynamaxcrystalper936"
"dynamaxcrystalper1017","1575","★Per1017","dynamax-crystals","false","dynamaxcrystalper1017"
"dynamaxcrystalper1131","1576","★Per1131","dynamax-crystals","false","dynamaxcrystalper1131"
"dynamaxcrystalper1228","1577","★Per1228","dynamax-crystals","false","dynamaxcrystalper1228"
"dynamaxcrystalper834","1578","★Per834","dynamax-crystals","false","dynamaxcrystalper834"
"dynamaxcrystalper941","1579","★Per941","dynamax-crystals","false","dynamaxcrystalper941"
"dynamaxcrystalphe99","1580","★Phe99","dynamax-crystals","false","dynamaxcrystalphe99"
"dynamaxcrystalphe338","1581","★Phe338","dynamax-crystals","false","dynamaxcrystalphe338"
"dynamaxcrystalvel3634","1582","★Vel3634","dynamax-crystals","false","dynamaxcrystalvel3634"
"dynamaxcrystalvel3485","1583","★Vel3485","dynamax-crystals","false","dynamaxcrystalvel3485"
"dynamaxcrystalvel3734","1584","★Vel3734","dynamax-crystals","false","dynamaxcrystalvel3734"
"dynamaxcrystalaqr8232","1585","★Aqr8232","dynamax-crystals","false","dynamaxcrystalaqr8232"
"dynamaxcrystalaqr8414","1586","★Aqr8414","dynamax-crystals","false","dynamaxcrystalaqr8414"
"dynamaxcrystalaqr8709","1587","★Aqr8709","dynamax-crystals","false","dynamaxcrystalaqr8709"
"dynamaxcrystalaqr8518","1588","★Aqr8518","dynamax-crystals","false","dynamaxcrystalaqr8518"
"dynamaxcrystalaqr7950","1589","★Aqr7950","dynamax-crystals","false","dynamaxcrystalaqr7950"
"dynamaxcrystalaqr8499","1590","★Aqr8499","dynamax-crystals","false","dynamaxcrystalaqr8499"
"dynamaxcrystalaqr8610","1591","★Aqr8610","dynamax-crystals","false","dynamaxcrystalaqr8610"
"dynamaxcrystalaqr8264","1592","★Aqr8264","dynamax-crystals","false","dynamaxcrystalaqr8264"
"dynamaxcrystalcru4853","1593","★Cru4853","dynamax-crystals","false","dynamaxcrystalcru4853"
"dynamaxcrystalcru4730","1594","★Cru4730","dynamax-crystals","false","dynamaxcrystalcru4730"
"dynamaxcrystalcru4763","1595","★Cru4763","dynamax-crystals","false","dynamaxcrystalcru4763"
"dynamaxcrystalcru4700","1596","★Cru4700","dynamax-crystals","false","dynamaxcrystalcru4700"
"dynamaxcrystalcru4656","1597","★Cru4656","dynamax-crystals","false","dynamaxcrystalcru4656"
"dynamaxcrystalpsa8728","1598","★PsA8728","dynamax-crystals","false","dynamaxcrystalpsa8728"
"dynamaxcrystaltra6217","1599","★TrA6217","dynamax-crystals","false","dynamaxcrystaltra6217"
"dynamaxcrystalcap7776","1600","★Cap7776","dynamax-crystals","false","dynamaxcrystalcap7776"
"dynamaxcrystalcap7754","1601","★Cap7754","dynamax-crystals","false","dynamaxcrystalcap7754"
"dynamaxcrystalcap8278","1602","★Cap8278","dynamax-crystals","false","dynamaxcrystalcap8278"
"dynamaxcrystalcap8322","1603","★Cap8322","dynamax-crystals","false","dynamaxcrystalcap8322"
"dynamaxcrystalcap7773","1604","★Cap7773","dynamax-crystals","false","dynamaxcrystalcap7773"
"dynamaxcrystalsge7479","1605","★Sge7479","dynamax-crystals","false","dynamaxcrystalsge7479"
"dynamaxcrystalcar2326","1606","★Car2326","dynamax-crystals","false","dynamaxcrystalcar2326"
"dynamaxcrystalcar3685","1607","★Car3685","dynamax-crystals","false","dynamaxcrystalcar3685"
"dynamaxcrystalcar3307","1608","★Car3307","dynamax-crystals","false","dynamaxcrystalcar3307"
"dynamaxcrystalcar3699","1609","★Car3699","dynamax-crystals","false","dynamaxcrystalcar3699"
"dynamaxcrystaldra5744","1610","★Dra5744","dynamax-crystals","false","dynamaxcrystaldra5744"
"dynamaxcrystaldra5291","1611","★Dra5291","dynamax-crystals","false","dynamaxcrystaldra5291"
"dynamaxcrystaldra6705","1612","★Dra6705","dynamax-crystals","false","dynamaxcrystaldra6705"
"dynamaxcrystaldra6536","1613","★Dra6536","dynamax-crystals","false","dynamaxcrystaldra6536"
"dynamaxcrystaldra7310","1614","★Dra7310","dynamax-crystals","false","dynamaxcrystaldra7310"
"dynamaxcrystaldra6688","1615","★Dra6688","dynamax-crystals","false","dynamaxcrystaldra6688"
"dynamaxcrystaldra4434","1616","★Dra4434","dynamax-crystals","false","dynamaxcrystaldra4434"
"dynamaxcrystaldra6370","1617","★Dra6370","dynamax-crystals","false","dynamaxcrystaldra6370"
"dynamaxcrystaldra7462","1618","★Dra7462","dynamax-crystals","false","dynamaxcrystaldra7462"
"dynamaxcrystaldra6396","1619","★Dra6396","dynamax-crystals","false","dynamaxcrystaldra6396"
"dynamaxcrystaldra6132","1620","★Dra6132","dynamax-crystals","false","dynamaxcrystaldra6132"
"dynamaxcrystaldra6636","1621","★Dra6636","dynamax-crystals","false","dynamaxcrystaldra6636"
"dynamaxcrystalcvn4915","1622","★CVn4915","dynamax-crystals","false","dynamaxcrystalcvn4915"
"dynamaxcrystalcvn4785","1623","★CVn4785","dynamax-crystals","false","dynamaxcrystalcvn4785"
"dynamaxcrystalcvn4846","1624","★CVn4846","dynamax-crystals","false","dynamaxcrystalcvn4846"
"dynamaxcrystalaql7595","1625","★Aql7595","dynamax-crystals","false","dynamaxcrystalaql7595"
"dynamaxcrystalaql7557","1626","★Aql7557","dynamax-crystals","false","dynamaxcrystalaql7557"
"dynamaxcrystalaql7525","1627","★Aql7525","dynamax-crystals","false","dynamaxcrystalaql7525"
"dynamaxcrystalaql7602","1628","★Aql7602","dynamax-crystals","false","dynamaxcrystalaql7602"
"dynamaxcrystalaql7235","1629","★Aql7235","dynamax-crystals","false","dynamaxcrystalaql7235"
"maxhoney","1630","Max Honey","revival","false","maxhoney"
"maxmushrooms","1631","Max Mushrooms","stat-boosts","false","maxmushrooms"
"galaricatwig","1632","Galarica Twig","collectibles","false","galaricatwig"
"galaricacuff","1633","Galarica Cuff","collectibles","false","galaricacuff"
"stylecard","1634","Style Card","gameplay","false","stylecard"
"armorpass","1635","Armor Pass","plot-advancement","false","armorpass"
"rotombikesparklingwhite","1636","Rotom Bike","unused","false","rotombikesparklingwhite"
"rotombikeglisteningblack","1637","Rotom Bike","unused","false","rotombikeglisteningblack"
"expcharm","1638","Exp. Charm","gameplay","false","expcharm"
"armoriteore","1639","Armorite Ore","collectibles","false","armoriteore"
"markcharm","1640","Mark Charm","gameplay","false","markcharm"
"reinsofunitymerge","1641","Reins of Unity","unused","false","reinsofunitymerge"
"reinsofunitysplit","1642","Reins of Unity","unused","false","reinsofunitysplit"
"galaricawreath","1643","Galarica Wreath","collectibles","false","galaricawreath"
"legendaryclue1","1644","Legendary Clue 1","plot-advancement","false","legendaryclue1"
"legendaryclue2","1645","Legendary Clue 2","plot-advancement","false","legendaryclue2"
"legendaryclue3","1646","Legendary Clue 3","plot-advancement","false","legendaryclue3"
"legendarycluequestion","1647","Legendary Clue?","plot-advancement","false","legendarycluequestion"
"crownpass","1648","Crown Pass","plot-advancement","false","crownpass"
"woodencrown","1649","Wooden Crown","plot-advancement","false","woodencrown"
"radiantpetal","1650","Radiant Petal","plot-advancement","false","radiantpetal"
"whitemanehair","1651","White Mane Hair","plot-advancement","false","whitemanehair"
"blackmanehair","1652","Black Mane Hair","plot-advancement","false","blackmanehair"
"icerootcarrot","1653","Iceroot Carrot","plot-advancement","false","icerootcarrot"
"shaderootcarrot","1654","Shaderoot Carrot","plot-advancement","false","shaderootcarrot"
"dyniteore","1655","Dynite Ore","collectibles","false","dyniteore"
"carrotseeds","1656","Carrot Seeds","plot-advancement","false","carrotseeds"
"abilitypatch","1657","Ability Patch","vitamins","false","abilitypatch"
"reinsofunity","1658","Reins of Unity","plot-advancement","false","reinsofunity"
"adamantcrystal","1659","Adamant Crystal","gameplay","false","adamantcrystal"
"lustrousglobe","1660","Lustrous Globe","gameplay","false","lustrousglobe"
"griseouscore","1661","Griseous Core","gameplay","false","griseouscore"
"blankplate","1662","Blank Plate","plates","false","blankplate"
"strangeball","1663","Strange Ball","event-items","false","strangeball"
"legendplate","1664","Legend Plate","plates","false","legendplate"
"rotomphone","1665","Rotom Phone","event-items","false","rotomphone"
"sandwich","1666","Sandwich","event-items","false","sandwich"
"koraidonspokeball","1667","Koraidon’s Poké Ball","event-items","false","koraidonspokeball"
"miraidonspokeball","1668","Miraidon’s Poké Ball","event-items","false","miraidonspokeball"
"teraorb","1669","Tera Orb","event-items","false","teraorb"
"scarletbook","1670","Scarlet Book","event-items","false","scarletbook"
"violetbook","1671","Violet Book","event-items","false","violetbook"
"kofuswallet","1672","Kofu’s Wallet","plot-advancement","false","kofuswallet"
"tinybambooshoot","1673","Tiny Bamboo Shoot","loot","false","tinybambooshoot"
"bigbambooshoot","1674","Big Bamboo Shoot","loot","false","bigbambooshoot"
"scrollofdarkness","1675","Scroll of Darkness","gameplay","false","scrollofdarkness"
"scrollofwaters","1676","Scroll of Waters","gameplay","false","scrollofwaters"
"maliciousarmor","1677","Malicious Armor","evolution","false","maliciousarmor"
"normalterashard","1678","Normal Tera Shard","tera-shard","false","normalterashard"
"fireterashard","1679","Fire Tera Shard","tera-shard","false","fireterashard"
"waterterashard","1680","Water Tera Shard","tera-shard","false","waterterashard"
"electricterashard","1681","Electric Tera Shard","tera-shard","false","electricterashard"
"grassterashard","1682","Grass Tera Shard","tera-shard","false","grassterashard"
"iceterashard","1683","Ice Tera Shard","tera-shard","false","iceterashard"
"fightingterashard","1684","Fighting Tera Shard","tera-shard","false","fightingterashard"
"poisonterashard","1685","Poison Tera Shard","tera-shard","false","poisonterashard"
"groundterashard","1686","Ground Tera Shard","tera-shard","false","groundterashard"
"flyingterashard","1687","Flying Tera Shard","tera-shard","false","flyingterashard"
"psychicterashard","1688","Psychic Tera Shard","tera-shard","false","psychicterashard"
"bugterashard","1689","Bug Tera Shard","tera-shard","false","bugterashard"
"rockterashard","1690","Rock Tera Shard","tera-shard","false","rockterashard"
"ghostterashard","1691","Ghost Tera Shard","tera-shard","false","ghostterashard"
"dragonterashard","1692","Dragon Tera Shard","tera-shard","false","dragonterashard"
"darkterashard","1693","Dark Tera Shard","tera-shard","false","darkterashard"
"steelterashard","1694","Steel Tera Shard","tera-shard","false","steelterashard"
"fairyterashard","1695","Fairy Tera Shard","tera-shard","false","fairyterashard"
"boosterenergy","1696","Booster Energy","held-items","false","boosterenergy"
"abilityshield","1697","Ability Shield","held-items","false","abilityshield"
"clearamulet","1698","Clear Amulet","held-items","false","clearamulet"
"mirrorherb","1699","Mirror Herb","held-items","false","mirrorherb"
"punchingglove","1700","Punching Glove","held-items","false","punchingglove"
"covertcloak","1701","Covert Cloak","held-items","false","covertcloak"
"loadeddice","1702","Loaded Dice","held-items","false","loadeddice"
"baguette","1703","Baguette","sandwich-ingredients","false","baguette"
"mayonnaise","1704","Mayonnaise","sandwich-ingredients","false","mayonnaise"
"ketchup","1705","Ketchup","sandwich-ingredients","false","ketchup"
"mustard","1706","Mustard","sandwich-ingredients","false","mustard"
